taxi.data_prog_dayofmonth.zone_id,taxi.data_prog_dayofmonth.year,taxi.data_prog_dayofmonth.month,taxi.data_prog_dayofmonth.day,taxi.data_prog_dayofmonth.count
1,2012,12,31,7543
1,2013,3,7,6994
1,2013,6,8,7081
1,2013,9,9,9909
1,2013,12,10,6778
1,2010,2,8,5146
1,2010,5,9,6365
1,2010,8,10,5704
1,2010,11,11,5824
1,2011,1,18,6551
1,2011,4,19,6519
1,2011,7,20,6974
1,2011,10,21,7439
1,2012,3,29,7465
1,2012,6,30,6759
1,2013,3,8,7271
1,2013,6,9,8438
1,2013,9,10,7952
1,2013,12,11,7196
1,2010,2,9,3955
1,2010,5,10,8322
1,2010,8,11,6208
1,2010,11,12,6345
1,2011,1,19,5335
1,2011,4,20,6681
1,2011,7,21,6923
1,2011,10,22,6195
1,2012,3,30,7292
1,2012,10,1,9596
1,2013,3,9,6580
1,2013,6,10,8741
1,2013,9,11,7293
1,2013,12,12,7758
1,2010,2,10,1557
1,2010,5,11,6425
1,2010,8,12,5752
1,2010,11,13,5149
1,2011,1,20,5387
1,2011,4,21,6829
1,2011,7,22,6867
1,2011,10,23,8040
1,2012,3,31,6176
1,2012,7,1,7157
1,2012,10,2,7814
1,2013,3,10,7759
1,2013,6,11,7900
1,2013,9,12,7882
1,2013,12,13,7676
1,2010,2,11,5608
1,2010,5,12,6328
1,2010,8,13,5663
1,2010,11,14,6851
1,2011,1,21,5373
1,2011,4,22,5997
1,2011,7,23,5913
1,2011,10,24,8495
1,2012,4,1,7883
1,2012,7,2,7513
1,2012,10,3,7923
1,2013,3,11,9149
1,2013,6,12,7324
1,2013,9,13,8964
1,2013,12,14,5785
1,2010,2,12,5665
1,2010,5,13,6631
1,2010,8,14,5408
1,2010,11,15,7079
1,2011,1,22,4758
1,2011,4,23,4424
1,2011,7,24,7695
1,2011,10,25,7003
1,2012,1,1,2992
1,2012,4,2,8867
1,2012,7,3,6034
1,2012,10,4,8271
1,2013,3,12,7281
1,2013,6,13,7547
1,2013,9,14,7297
1,2013,12,15,7615
1,2010,2,13,4691
1,2010,5,14,6410
1,2010,8,15,5476
1,2010,11,16,5718
1,2011,1,23,6017
1,2011,4,24,6244
1,2011,7,25,8974
1,2011,10,26,6981
1,2012,1,2,8958
1,2012,4,3,7447
1,2012,7,4,6109
1,2012,10,5,8550
1,2013,3,13,7961
1,2013,6,14,7870
1,2013,9,15,8828
1,2013,12,16,7945
1,2010,2,14,4196
1,2010,5,15,6222
1,2010,8,16,6664
1,2010,11,17,5920
1,2011,1,24,6143
1,2011,4,25,8683
1,2011,7,26,7221
1,2011,10,27,7102
1,2012,1,3,8687
1,2012,4,4,7078
1,2012,7,5,5991
1,2012,10,6,6839
1,2013,3,14,8455
1,2013,6,15,7015
1,2013,9,16,10007
1,2013,12,17,6697
1,2010,2,15,5925
1,2010,5,16,7248
1,2010,8,17,5959
1,2010,11,18,5779
1,2011,1,25,5263
1,2011,4,26,7722
1,2011,7,27,6672
1,2011,10,28,7368
1,2012,1,4,7820
1,2012,4,5,7531
1,2012,7,6,6023
1,2012,10,7,8146
1,2013,3,15,8178
1,2013,6,16,8693
1,2013,9,17,8138
1,2013,12,18,6913
1,2010,2,16,5385
1,2010,5,17,7701
1,2010,8,18,5922
1,2010,11,19,6099
1,2011,1,26,4039
1,2011,4,27,7657
1,2011,7,28,7100
1,2011,10,29,5121
1,2012,1,5,6600
1,2012,4,6,6591
1,2012,7,7,6056
1,2012,10,8,9762
1,2013,3,16,6974
1,2013,6,17,9173
1,2013,9,18,7903
1,2013,12,19,6935
1,2010,2,17,5076
1,2010,5,18,6499
1,2010,8,19,5942
1,2010,11,20,5026
1,2011,1,27,4751
1,2011,4,28,7492
1,2011,7,29,7020
1,2011,10,30,7741
1,2012,1,6,6036
1,2012,4,7,4831
1,2012,7,8,8791
1,2012,10,9,8954
1,2013,3,17,8190
1,2013,6,18,7502
1,2013,9,19,8156
1,2013,12,20,7393
1,2010,2,18,5205
1,2010,5,19,6252
1,2010,8,20,5947
1,2010,11,21,6114
1,2011,1,28,6602
1,2011,4,29,7659
1,2011,7,30,6621
1,2011,10,31,7793
1,2012,1,7,5573
1,2012,4,8,6445
1,2012,7,9,9325
1,2012,10,10,8501
1,2013,3,18,9047
1,2013,6,19,7904
1,2013,9,20,8748
1,2013,12,21,5968
1,2010,2,19,5381
1,2010,5,20,6472
1,2010,8,21,5217
1,2010,11,22,5571
1,2011,1,29,4714
1,2011,4,30,6248
1,2011,7,31,7239
1,2011,11,1,6881
1,2012,1,8,6984
1,2012,4,9,8852
1,2012,7,10,7432
1,2012,10,11,8745
1,2013,3,19,8233
1,2013,6,20,7845
1,2013,9,21,7700
1,2013,12,22,5950
1,2010,2,20,4300
1,2010,5,21,6637
1,2010,8,22,5523
1,2010,11,23,5220
1,2011,1,30,5802
1,2011,8,1,8645
1,2011,11,2,6179
1,2012,1,9,7167
1,2012,4,10,7507
1,2012,7,11,7139
1,2012,10,12,8522
1,2013,3,20,7883
1,2013,6,21,7816
1,2013,9,22,9466
1,2013,12,23,5918
1,2010,2,21,5548
1,2010,5,22,5840
1,2010,8,23,7311
1,2010,11,24,5452
1,2011,1,31,6519
1,2011,5,1,8069
1,2011,8,2,7558
1,2011,11,3,6717
1,2012,1,10,6155
1,2012,4,11,7127
1,2012,7,12,7217
1,2012,10,13,7302
1,2013,3,21,7435
1,2013,6,22,6500
1,2013,9,23,9414
1,2013,12,24,4418
1,2010,2,22,6011
1,2010,5,23,7020
1,2010,8,24,6255
1,2010,11,25,3995
1,2011,2,1,2900
1,2011,5,2,8517
1,2011,8,3,6619
1,2011,11,4,7330
1,2012,1,11,5784
1,2012,4,12,7138
1,2012,7,13,7084
1,2012,10,14,8657
1,2013,3,22,8099
1,2013,6,23,8570
1,2013,9,24,7486
1,2013,12,25,4891
1,2010,2,23,5168
1,2010,5,24,8008
1,2010,8,25,6122
1,2010,11,26,4343
1,2011,2,2,3928
1,2011,5,3,6971
1,2011,8,4,6969
1,2011,11,5,5800
1,2012,1,12,6480
1,2012,4,13,6877
1,2012,7,14,6350
1,2012,10,15,9917
1,2013,3,23,6959
1,2013,6,24,9130
1,2013,9,25,8080
1,2013,12,26,7182
1,2010,2,24,4986
1,2010,5,25,6335
1,2010,8,26,5988
1,2010,11,27,5968
1,2011,2,3,4970
1,2011,5,4,6501
1,2011,8,5,6633
1,2011,11,6,7375
1,2012,1,13,6648
1,2012,4,14,6110
1,2012,7,15,7406
1,2012,10,16,8357
1,2013,3,24,8168
1,2013,6,25,8040
1,2013,9,26,7906
1,2013,12,27,7895
1,2010,2,25,4581
1,2010,5,26,6314
1,2010,8,27,6194
1,2010,11,28,8628
1,2011,2,4,4910
1,2011,5,5,6545
1,2011,8,6,5588
1,2011,11,7,8259
1,2012,1,14,6060
1,2012,4,15,7915
1,2012,7,16,10103
1,2012,10,17,8170
1,2013,3,25,9130
1,2013,6,26,7777
1,2013,9,27,8378
1,2013,12,28,7894
1,2010,2,26,4350
1,2010,5,27,6522
1,2010,8,28,5357
1,2010,11,29,9056
1,2011,2,5,3916
1,2011,5,6,6553
1,2011,8,7,7074
1,2011,11,8,7136
1,2012,1,15,6817
1,2012,4,16,9505
1,2012,7,17,7580
1,2012,10,18,8449
1,2013,3,26,8400
1,2013,6,27,7800
1,2013,9,28,7109
1,2013,12,29,9054
1,2010,2,27,5248
1,2010,5,28,6984
1,2010,8,29,6762
1,2010,11,30,6884
1,2011,2,6,5428
1,2011,5,7,5594
1,2011,8,8,8369
1,2011,11,9,6930
1,2012,1,16,8624
1,2012,4,17,8226
1,2012,7,18,6934
1,2012,10,19,8681
1,2013,3,27,7585
1,2013,6,28,8478
1,2013,9,29,9336
1,2013,12,30,9159
